Title,Standard Document Id,Technology Generation,Publication Date,Standard Setting Organization,Author,Standard Project,Version History,Original Document
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.12.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.12.0,4G,2019-10-15,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.12.00_60/ts_136331v141200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.11.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.11.0,4G,2019-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.11.00_60/ts_136331v141100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.10.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.10.0,4G,2019-05-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.10.00_60/ts_136331v141000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.9.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.9.0,4G,2019-01-23,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.09.00_60/ts_136331v140900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.8.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.8.0,4G,2018-10-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.08.00_60/ts_136331v140800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.6.2 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.6.2,4G,2018-04-09,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.6.2,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.06.02_60/ts_136331v140602p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.5.1 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.5.1,4G,2018-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.5.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.05.01_60/ts_136331v140501p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.4.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.4.0,4G,2017-10-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.04.00_60/ts_136331v140400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.3.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.3.0,4G,2017-10-03,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.03.00_60/ts_136331v140300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 14.2.2 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v14.2.2,4G,2017-05-05,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-14,14.2.2,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/14.02.02_60/ts_136331v140202p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.15.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.15.0,4G,2020-01-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.15.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.15.00_60/ts_136331v131500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.14.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.14.0,4G,2019-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.14.00_60/ts_136331v131400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.13.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.13.0,4G,2019-05-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.13.00_60/ts_136331v131300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.12.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.12.0,4G,2019-01-23,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.12.00_60/ts_136331v131200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.11.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.11.0,4G,2018-10-17,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.11.00_60/ts_136331v131100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.9.1 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.9.1,4G,2018-04-09,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.9.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.09.01_60/ts_136331v130901p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.8.1 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.8.1,4G,2018-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.8.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.08.01_60/ts_136331v130801p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.7.1 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.7.1,4G,2017-10-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.7.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.07.01_60/ts_136331v130701p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.6.1 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.6.1,4G,2017-07-31,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.6.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.06.01_60/ts_136331v130601p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.5.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.5.0,4G,2017-04-11,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.05.00_60/ts_136331v130500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.4.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.4.0,4G,2017-01-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.04.00_60/ts_136331v130400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.3.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.3.0,4G,2016-10-14,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.03.00_60/ts_136331v130300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.2.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.2.0,4G,2016-08-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13,13.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.02.00_60/ts_136331v130200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.1.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.1.0,4G,2016-04-27,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13 3GPP-UTRAN MCC_3G_reporting,13.1.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.01.00_60/ts_136331v130100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 13.0.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v13.0.0,4G,2016-01-27,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-13 3GPP-UTRAN MCC_3G_reporting,13.0.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/13.00.00_60/ts_136331v130000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.18.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.18.0,4G,2019-05-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.18.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.18.00_60/ts_136331v121800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.17.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.17.0,4G,2018-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.17.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.17.00_60/ts_136331v121700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.16.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.16.0,4G,2018-01-19,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.16.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.16.00_60/ts_136331v121600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.15.1 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.15.1,4G,2017-10-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.15.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.15.01_60/ts_136331v121501p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.14.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.14.0,4G,2017-07-27,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.14.00_60/ts_136331v121400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.13.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.13.0,4G,2017-04-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.13.00_60/ts_136331v121300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.12.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.12.0,4G,2017-01-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.12.00_60/ts_136331v121200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.11.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.11.0,4G,2016-12-07,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,12.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.11.00_60/ts_136331v121100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.10.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.10.0,4G,2016-08-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12,12.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.10.00_60/ts_136331v121000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.9.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.9.0,4G,2016-04-27,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-12 3GPP-UTRAN MCC_3G_reporting,12.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.09.00_60/ts_136331v120900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.8.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.8.0,4G,2016-01-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,12.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.08.00_60/ts_136331v120800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.7.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.7.0,4G,2015-10-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,12.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.07.00_60/ts_136331v120700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.6.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.6.0,4G,2015-07-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,12.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.06.00_60/ts_136331v120600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.5.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.5.0,4G,2015-04-21,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,12.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.05.00_60/ts_136331v120500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.4.1 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.4.1,4G,2015-02-04,ETSI,Juha Korhonen | Himke Van der Velde,,12.4.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.04.01_60/ts_136331v120401p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 12.3.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v12.3.0,4G,2014-09-29,ETSI,Juha Korhonen | Himke Van der Velde,,12.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/12.03.00_60/ts_136331v120300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.19.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.19.0,4G,2018-07-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11,11.19.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.19.00_60/ts_136331v111900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.18.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.18.0,4G,2017-10-10,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11,11.18.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.18.00_60/ts_136331v111800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.17.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.17.0,4G,2017-02-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11,11.17.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.17.00_60/ts_136331v111700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.16.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.16.0,4G,2016-08-25,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11,11.16.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.16.00_60/ts_136331v111600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.15.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.15.0,4G,2016-04-27,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN MCC_3G_reporting,11.15.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.15.00_60/ts_136331v111500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.14.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.14.0,4G,2016-01-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,11.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.14.00_60/ts_136331v111400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.13.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.13.0,4G,2015-10-16,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,11.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.13.00_60/ts_136331v111300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.12.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.12.0,4G,2015-07-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,11.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.12.00_60/ts_136331v111200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.11.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.11.0,4G,2015-04-20,ETSI,Juha Korhonen | Himke Van der Velde,3GPP-radio,11.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.11.00_60/ts_136331v111100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.10.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.10.0,4G,2015-02-04,ETSI,Juha Korhonen | Himke Van der Velde,,11.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.10.00_60/ts_136331v111000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.9.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.9.0,4G,2014-09-29,ETSI,Juha Korhonen | Himke Van der Velde,,11.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.09.00_60/ts_136331v110900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.8.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.8.0,4G,2014-07-22,ETSI,Juha Korhonen | Himke Van der Velde,,11.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.08.00_60/ts_136331v110800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.7.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.7.0,4G,2014-03-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.07.00_60/ts_136331v110700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.6.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.6.0,4G,2014-01-28,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.06.00_60/ts_136331v110600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 11.5.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v11.5.0,4G,2013-09-26,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/11.05.00_60/ts_136331v110500p.pdf
