Title,Standard Document Id,Technology Generation,Publication Date,Standard Setting Organization,Author,Standard Project,Version History,Original Document
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.11.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.11.0,4G,2010-10-18,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.11.00_60/ts_136331v081100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.10.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.10.0,4G,2010-07-07,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.10.00_60/ts_136331v081000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.18.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.18.0,4G,2013-02-12,ETSI,Juha Korhonen | Himke Van der Velde,3GPP 3GPP-radio 3GPP-Release-8 3GPP-UTRAN,8.18.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.18.00_60/ts_136331v081800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.9.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.9.0,4G,2010-04-28,ETSI,Juha Korhonen | Himke Van der Velde,,8.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.09.00_60/ts_136331v080900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.8.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.8.0,4G,2010-02-12,ETSI,Juha Korhonen | Himke Van der Velde,,8.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.08.00_60/ts_136331v080800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.7.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.7.0,4G,2009-10-13,ETSI,Juha Korhonen | Himke Van der Velde,,8.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.07.00_60/ts_136331v080700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.6.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.6.0,4G,2009-07-20,ETSI,Juha Korhonen | Himke Van der Velde,,8.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.06.00_60/ts_136331v080600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.5.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.5.0,4G,2009-04-14,ETSI,Juha Korhonen | Himke Van der Velde,,8.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.05.00_60/ts_136331v080500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.4.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.4.0,4G,2009-02-03,ETSI,Juha Korhonen | Himke Van der Velde,,8.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.04.00_60/ts_136331v080400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specification (3GPP TS 36.331 version 8.3.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Radio Resource Control (RRC); Protocol specific,TS 36.331 v8.3.0,4G,2008-11-04,ETSI,Juha Korhonen | Himke Van der Velde,,8.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136331/08.03.00_60/ts_136331v080300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA); Packet Data Convergence Protocol (PDCP) specification (3GPP TS 36.323 version 8.6.0 Release 8) Evolved Universal Terrestrial Radio Access (E-UTRA); Packet Data Convergence Protocol (PDCP) specifi,TS 36.323 v8.6.0,4G,2009-07-20,ETSI,Juha Korhonen | SeungJune Yi,,8.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136323/08.06.00_60/ts_136323v080600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.8.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.8.0,4G,2020-01-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.08.00_60/ts_136300v150800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.7.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.7.0,4G,2019-10-15,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.07.00_60/ts_136300v150700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.6.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.6.0,4G,2019-07-25,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.06.00_60/ts_136300v150600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.5.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.5.0,4G,2019-05-10,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.05.00_60/ts_136300v150500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.4.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.4.0,4G,2019-04-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.04.00_60/ts_136300v150400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.3.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.3.0,4G,2018-10-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.03.00_60/ts_136300v150300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 15.2.0 Release 15) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v15.2.0,4G,2018-07-30,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-15,15.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/15.02.00_60/ts_136300v150200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.11.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.11.0,4G,2019-10-15,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.11.00_60/ts_136300v141100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.10.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.10.0,4G,2019-07-25,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.10.00_60/ts_136300v141000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.9.1 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.9.1,4G,2019-05-10,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.9.1,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.09.01_60/ts_136300v140901p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.8.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.8.0,4G,2018-10-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.08.00_60/ts_136300v140800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.7.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.7.0,4G,2018-07-30,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.07.00_60/ts_136300v140700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.6.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.6.0,4G,2018-04-05,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.06.00_60/ts_136300v140600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.5.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.5.0,4G,2018-01-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.05.00_60/ts_136300v140500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.4.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.4.0,4G,2017-10-10,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.04.00_60/ts_136300v140400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.3.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.3.0,4G,2017-07-27,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.03.00_60/ts_136300v140300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 14.2.0 Release 14) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v14.2.0,4G,2017-04-19,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-14,14.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/14.02.00_60/ts_136300v140200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.13.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.13.0,4G,2019-05-10,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.13.00_60/ts_136300v131300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.12.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.12.0,4G,2018-07-30,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.12.00_60/ts_136300v131200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.11.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.11.0,4G,2018-04-05,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.11.00_60/ts_136300v131100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.10.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.10.0,4G,2018-01-17,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.10.00_60/ts_136300v131000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.9.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.9.0,4G,2017-10-10,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.09.00_60/ts_136300v130900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.8.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.8.0,4G,2017-07-27,ETSI,Juha Korhonen | Tero Henttonen,3GPP 3GPP-radio 3GPP-Release-13,13.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.08.00_60/ts_136300v130800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.7.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.7.0,4G,2017-04-11,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-13,13.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.07.00_60/ts_136300v130700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.6.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.6.0,4G,2017-02-16,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-13,13.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.06.00_60/ts_136300v130600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.4.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.4.0,4G,2016-08-24,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,13.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.04.00_60/ts_136300v130400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.3.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.3.0,4G,2016-04-27,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-13 3GPP-UTRAN MCC_3G_reporting,13.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.03.00_60/ts_136300v130300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 13.2.0 Release 13) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v13.2.0,4G,2016-01-29,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-13 3GPP-UTRAN MCC_3G_reporting,13.2.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/13.02.00_60/ts_136300v130200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.10.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.10.0,4G,2016-08-24,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-12,12.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.10.00_60/ts_136300v121000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.9.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.9.0,4G,2016-04-27,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-12 3GPP-UTRAN MCC_3G_reporting,12.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.09.00_60/ts_136300v120900p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.8.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.8.0,4G,2016-01-18,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,12.8.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.08.00_60/ts_136300v120800p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.7.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.7.0,4G,2015-10-19,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,12.7.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.07.00_60/ts_136300v120700p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.6.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.6.0,4G,2015-07-27,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,12.6.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.06.00_60/ts_136300v120600p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.5.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.5.0,4G,2015-04-24,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,12.5.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.05.00_60/ts_136300v120500p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.4.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.4.0,4G,2015-02-05,ETSI,Juha Korhonen | Benoist SEBIRE,,12.4.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.04.00_60/ts_136300v120400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 12.3.0 Release 12) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v12.3.0,4G,2014-09-29,ETSI,Juha Korhonen | Benoist SEBIRE,,12.3.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/12.03.00_60/ts_136300v120300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.14.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.14.0,4G,2016-01-18,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,11.14.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.14.00_60/ts_136300v111400p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.13.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.13.0,4G,2015-04-16,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP-radio,11.13.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.13.00_60/ts_136300v111300p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.12.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.12.0,4G,2015-02-04,ETSI,Juha Korhonen | Benoist SEBIRE,,11.12.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.12.00_60/ts_136300v111200p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.11.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.11.0,4G,2014-09-29,ETSI,Juha Korhonen | Benoist SEBIRE,,11.11.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.11.00_60/ts_136300v111100p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.10.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.10.0,4G,2014-07-18,ETSI,Juha Korhonen | Benoist SEBIRE,,11.10.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.10.00_60/ts_136300v111000p.pdf
LTE; Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access Network (E-UTRAN); Overall description; Stage 2 (3GPP TS 36.300 version 11.9.0 Release 11) Evolved Universal Terrestrial Radio Access (E-UTRA) and Evolved Universal Terrestrial Radio Access N,TS 36.300 v11.9.0,4G,2014-03-25,ETSI,Juha Korhonen | Benoist SEBIRE,3GPP 3GPP-radio 3GPP-Release-11 3GPP-UTRAN,11.9.0,https://www.etsi.org/deliver/etsi_ts/136300_136399/136300/11.09.00_60/ts_136300v110900p.pdf
